N°Obs,"En moyenne, à quelle fréquence achetez-vous des vêtements ?",Où achetez-vous le plus souvent ? (choix multiples),Quel est le cycle de vie moyen d’un vêtement dans votre garde-robe avant que vous ne vous en sépariez ?,Que faites-vous le plus souvent des vêtements dont vous souhaitez vous séparer ? (choix multiples),"Après avoir acheté des vêtements, à quelle fréquence finissent-ils par ne jamais être portés ?",Jusqu’à quel point les tendances actuelles influencent-elles vos décisions d’achat ?,A quelle fréquence achetez-vous un vêtement uniquement parce qu'il est tendance ?,Avez-vous déjà ressenti une pression sociale liée à la mode ?,Avez-vous déjà évité de porter un vêtement parce qu’il n’était “plus à la mode” ?,Dans quelle mesure vos vêtements contribuent-ils à votre confiance en vous ?,Pensez-vous que bien s’habiller aide dans la vie sociale ?,"Jusqu’à quel point les réseaux sociaux (influenceurs, célébrités) dictent-ils vos choix vestimentaires ?",Je publie parfois des photos de mes achats “tendance” pour les partager avec mes amis et ma famille.,Avez-vous déjà ressenti un sentiment de culpabilité après avoir acheté un article tendance vu sur les réseaux sociaux ?,Avez-vous déjà remarqué une différence dans la manière dont vous êtes perçu(e) lorsque vous ne suivez pas une tendance ?,Avez-vous déjà acheté certains de ces articles ? (choix multiples),Connaissez-vous le concept de “fast fashion” ?,"“La fast fashion, ou « mode rapide », est une façon de produire et vendre des vêtements très vite, en suivant les dernières tendances, à des prix très bas.” __Avez-vous déjà consommé sur des plateformes de fast fashion (Shein, Temu, etc.) ?","Dans quelle mesure les considérations éthiques (conditions de travail)/environnementales (pollution, matériaux)  affectent-elles vos achats ?","Si un vêtement éthique (bio, local, éco-responsable) coûtait 20 % plus cher, dans quelle mesure seriez-vous prêt(e) à l’acheter ?",Pour quelles raisons achetez-vous des vêtements de marques considérées comme fast fashion ? (Choix multiples),Quel est votre âge ?,Êtes-vous :,"Selon vous, la mode est-elle davantage un outil d'expression personnelle ou un moyen de se conformer aux attentes sociales?",Quelle est votre situation professionnelle ?,(Quelle est votre situation professionnelle ?) Précisez :,"(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ?) Prix","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Qualité","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Marque","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Mode / tendances","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Confort","Bonjour,_Ce questionnaire porte sur la mode et son influence dans la vie _quotidienne._Il est anonyme et confidentiel, il ne vous _prendra que quelques minutes._Merci d'avance pour votre participation  !",Clé,Date de saisie,Date de dernier enregistrement,Date de dernière modification,Temps de saisie,Origine,Langue,Appareil utilisé pour la saisie,Progression,Dernière question saisie,
157,Tous les 2 à 3 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Je porte presque toujours mes achats,5,Rarement,Parfois,Parfois,9,Beaucoup,6,1,9,3,Pantalon cargo;Campus,Oui,Oui,7,3,Beaucoup d’options;Abordables,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,5,3,7,9,,6JV7-HTGS,31/10/2025 16:52:44,31/10/2025 16:58:43,,"359,140186",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
158,Tous les 2 à 3 mois,Magasin physique,6 mois à 1 an,Je les donne,Je porte presque toujours mes achats,5,Rarement,Jamais,Jamais,4,Peu,4,3,,4,Pantalon cargo;Tote bag,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",4,3,Abordables;Mode actuelle,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,5,4,7,8,,UG2T-ED6H,31/10/2025 16:49:46,31/10/2025 16:59:08,,"562,037634",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
159,Tous les 2 à 3 mois,Magasin physique;Internet;Friperie / Seconde main,1 à 5 ans,Je les donne;Je les vends;Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,7,Parfois,Parfois,Jamais,10,Beaucoup,8,10,8,8,Pantalon cargo;Tote bag,Oui,Oui,6,7,Beaucoup d’options;Facilité d’achat;Mode actuelle,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,8,8,10,10,9,,6CTF-T5NA,31/10/2025 16:57:02,31/10/2025 17:00:58,,"236,006043",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
160,Au moins une fois par mois,Magasin physique;Internet,6 mois à 1 an,Je les donne;Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,7,Parfois,Rarement,Rarement,8,Assez,2,1,1,2,Campus;Tote bag;Samba,Oui,Oui,3,1,Beaucoup d’options;Abordables;Facilité d’achat,18,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,9,9,7,8,,YQRH-MM7F,31/10/2025 16:58:19,31/10/2025 17:01:13,,"173,684135",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
161,Tous les 4 à 6 mois,Magasin physique,1 à 5 ans,Je les donne;Je les jette,Certains vêtements restent parfois inutilisés,7,Rarement,Souvent,Rarement,8,Assez,3,4,9,2,Pantalon cargo;Samba,Oui,"Non, mais je connais ces plateformes",10,7,Beaucoup d’options;Mode actuelle,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,10,3,2,6,,CV3W-3MH8,31/10/2025 16:57:33,31/10/2025 17:01:45,,"252,462534",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
162,Tous les 4 à 6 mois,Magasin physique;Internet,6 mois à 1 an,Je les garde sans les utiliser,Je porte presque toujours mes achats,5,Rarement,Rarement,Parfois,5,Assez,3,2,2,2,Aucun,Non,"Non, mais je connais ces plateformes",3,6,Facilité d’achat,15,Un homme,Je ne sais pas,Étudiant(e),,8,9,7,5,10,,W3MC-RE8S,31/10/2025 16:56:34,31/10/2025 17:01:46,,"312,037198",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
163,Au moins une fois par an,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,4,Jamais,Rarement,Rarement,10,Assez,3,1,6,8,Aucun,Oui,"Non, mais je connais ces plateformes",1,4,Beaucoup d’options;Abordables;Facilité d’achat;Par conseil d’amis/famille;Par réseaux sociaux/Publicité,17,Un homme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,8,8,5,4,9,,4FGE-V4UN,31/10/2025 16:57:24,31/10/2025 17:01:48,,"264,574235",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
164,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les jette;Je les recycle;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,1,Rarement,Jamais,Jamais,10,Peu,7,7,,3,Pantalon cargo;Tote bag,J’en ai entendu parler sans bien savoir,Oui,6,4,Beaucoup d’options;Abordables;Facilité d’achat,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,9,8,2,2,8,,RJAG-VSVP,31/10/2025 16:57:41,31/10/2025 17:02:12,,"270,900427",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
165,Tous les 2 à 3 mois,Magasin physique;Internet;Friperie / Seconde main,1 à 5 ans,Je les donne;Je les recycle,Certains vêtements restent parfois inutilisés,7,Jamais,Rarement,Rarement,8,Beaucoup,1,1,1,7,Aucun,Oui,"Non, mais je connais ces plateformes",4,3,Abordables,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,8,5,6,8,,8MES-P2CE,31/10/2025 16:58:25,31/10/2025 17:02:14,,"228,402885",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
166,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,8,Parfois,Rarement,Souvent,8,Beaucoup,8,1,1,10,Pantalon cargo;Campus;Sonny Angel;Labubu;Tote bag;Balletcore flats;Samba,Oui,Oui,5,5,Abordables;Facilité d’achat;Mode actuelle,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,6,1,10,10,,8UBQ-QGU4,31/10/2025 16:58:40,31/10/2025 17:02:14,,"213,624543",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
167,Au moins une fois par mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends,Je porte presque toujours mes achats,8,Souvent,Souvent,Parfois,10,Beaucoup,6,1,8,1,Pantalon cargo;Campus;Samba,Oui,Oui,2,1,Beaucoup d’options;Abordables;Facilité d’achat;Renouvellement des collections;Par réseaux sociaux/Publicité,17,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,10,10,1,5,5,,WDC2-L6TH,31/10/2025 16:57:32,31/10/2025 17:02:48,,"315,392155",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
168,Tous les 4 à 6 mois,Magasin physique,6 mois à 1 an,Je les donne;Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,6,Jamais,Jamais,Jamais,7,Beaucoup,10,1,,1,Pantalon cargo,Non,"Non, mais je connais ces plateformes",5,3,Beaucoup d’options,17,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,10,6,5,5,7,,BTXK-Z7Z6,31/10/2025 16:59:12,31/10/2025 17:03:55,,"283,611639",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
169,Tous les 2 à 3 mois,Magasin physique;Internet;Marché local,1 à 5 ans,Je les donne;Je les vends,Certains vêtements restent parfois inutilisés,5,Jamais,Parfois,Parfois,7,Assez,5,2,4,5,Campus;Samba,Oui,Oui,6,4,Abordables,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,7,4,7,5,,DLHM-LJEA,31/10/2025 17:00:12,31/10/2025 17:04:58,,"286,009714",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
170,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,9,Rarement,Jamais,Souvent,10,Assez,7,1,,1,Pantalon cargo,Oui,"Non, mais je connais ces plateformes",10,5,Abordables;Facilité d’achat,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,10,1,8,10,,LX2B-FC9Q,31/10/2025 16:59:52,31/10/2025 17:04:59,,"306,851041",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
171,Au moins une fois par mois,Magasin physique,1 à 5 ans,Je les jette,Je porte presque toujours mes achats,6,Parfois,Jamais,Rarement,7,Beaucoup,2,3,,2,Pantalon cargo,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",3,4,Beaucoup d’options;Mode actuelle,15,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,10,7,4,8,6,,P2AM-ZHBV,31/10/2025 17:00:13,31/10/2025 17:05:06,,"293,344931",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
172,Tous les 4 à 6 mois,Magasin physique;Friperie / Seconde main,1 à 5 ans,Je les vends,Je porte presque toujours mes achats,6,Rarement,Rarement,Rarement,8,Beaucoup,3,1,3,1,Pantalon cargo,Non,"Non, mais je connais ces plateformes",9,8,Facilité d’achat,17,Un homme,C'est un outil d'expression personnelle,Chef d'entreprise / PDG,,9,7,3,7,9,,39CC-GYGR,31/10/2025 16:57:02,31/10/2025 17:06:24,,"561,494502",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
173,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les jette,Je porte presque toujours mes achats,5,Rarement,Jamais,Jamais,5,Peu,1,1,,1,Pantalon cargo;Campus;Samba,Non,"Non, je ne connais pas ces plateformes",1,2,Beaucoup d’options,17,Une femme,Je ne sais pas,Étudiant(e),,10,10,5,5,10,,8TKV-JTFX,31/10/2025 16:59:45,31/10/2025 17:06:38,,"413,757707",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
174,Au moins une fois par semaine,Magasin physique;Internet,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,7,Rarement,Jamais,Jamais,8,Assez,7,7,,3,Pantalon cargo;Campus;Sonny Angel;Labubu;Tote bag,Non,Oui,6,7,Abordables,18,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,9,8,8,8,,PCWK-DRGV,31/10/2025 16:59:05,31/10/2025 17:07:02,,"476,309973",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
175,Moins d'une fois par an,Magasin physique,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,1,Jamais,Jamais,Jamais,8,Beaucoup,1,1,,1,Aucun,Oui,"Non, mais je connais ces plateformes",10,10,Abordables,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,9,1,1,10,,HNNF-2FLC,31/10/2025 16:57:24,31/10/2025 17:09:49,,"745,723647",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
176,Au moins une fois par mois,Magasin physique;Internet;Friperie / Seconde main,6 mois à 1 an,Je les donne;Je les vends,Certains vêtements restent parfois inutilisés,2,Jamais,Parfois,Jamais,6,Assez,1,1,2,1,Aucun,Oui,Oui,8,8,Abordables,17,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,6,9,7,2,7,,NP79-3KEU,31/10/2025 17:02:54,31/10/2025 17:11:10,,"495,584033",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
177,Tous les 4 à 6 mois,Magasin physique;Internet;Friperie / Seconde main;Marché local,6 mois à 1 an,Je les donne;Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,5,Parfois,Souvent,Souvent,9,Beaucoup,8,1,3,4,Pantalon cargo;Campus;Labubu;Samba,Non,Oui,5,7,Beaucoup d’options;Abordables;Facilité d’achat;Renouvellement des collections,16,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,7,10,8,9,10,,XYRK-F4XG,31/10/2025 17:07:21,31/10/2025 17:12:17,,"295,759502",Direct,FR,Tablette,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
178,Tous les 4 à 6 mois,Friperie / Seconde main,1 à 5 ans,Je les donne;Je les vends,Certains vêtements restent parfois inutilisés,4,Jamais,Rarement,Parfois,10,Assez,1,1,1,5,Aucun,Non,Oui,6,4,Facilité d’achat,17,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,9,7,7,3,5,,JZ7K-9SYY,31/10/2025 17:08:45,31/10/2025 17:12:36,,"230,682775",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
179,Tous les 2 à 3 mois,Magasin physique;Internet,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,8,Parfois,Souvent,Souvent,10,Beaucoup,9,4,6,9,Pantalon cargo;Samba,Oui,Oui,6,1,Beaucoup d’options;Facilité d’achat;Mode actuelle;Renouvellement des collections;Par réseaux sociaux/Publicité,17,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,10,8,4,8,10,,Z9UG-KVGE,31/10/2025 17:04:30,31/10/2025 17:13:12,,"521,336083",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
180,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Je porte presque toujours mes achats,4,Rarement,Jamais,Jamais,2,Peu,1,3,,2,Aucun,Oui,Oui,8,6,Abordables;Facilité d’achat,18,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,10,8,3,7,9,,TTDA-MJ5Z,31/10/2025 17:12:23,31/10/2025 17:16:59,,"275,270164",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
181,Au moins une fois par mois,Marché local,Plus de 5 ans,Je les donne;Je les vends,Je porte presque toujours mes achats,4,Jamais,Rarement,Jamais,8,Peu,5,5,1,1,Pantalon cargo;Campus,Non,Oui,5,2,Beaucoup d’options,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,10,4,5,10,,CKV8-B3UP,31/10/2025 17:09:16,31/10/2025 17:17:11,,"475,236672",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
182,Au moins une fois par mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les jette;Je les recycle,Certains vêtements restent parfois inutilisés,5,Parfois,Rarement,Parfois,8,Beaucoup,4,7,3,6,Campus;Sonny Angel;Samba,J’en ai entendu parler sans bien savoir,Oui,6,7,Beaucoup d’options;Mode actuelle,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,5,7,8,9,10,,AHNE-4PV5,31/10/2025 17:06:35,31/10/2025 17:18:06,,"690,443753",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
183,Tous les 2 à 3 mois,Internet;Friperie / Seconde main;Marché local,Plus de 5 ans,Je les donne;Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,5,Rarement,Rarement,Parfois,9,Beaucoup,6,1,1,9,Aucun,Oui,"Non, mais je connais ces plateformes",9,3,Abordables;Facilité d’achat;Mode actuelle,20,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,9,8,1,5,5,,STM8-W8H3,31/10/2025 17:12:41,31/10/2025 17:20:12,,"451,183884",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
184,Au moins une fois par mois,Magasin physique;Internet,6 mois à 1 an,Je les donne,Je porte presque toujours mes achats,3,Rarement,Jamais,Jamais,6,Beaucoup,4,1,,7,Aucun,Oui,"Non, mais je connais ces plateformes",6,4,Abordables;Facilité d’achat;Renouvellement des collections,16,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,5,8,8,5,8,,6A68-568T,31/10/2025 17:17:14,31/10/2025 17:20:33,,"199,205034",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
185,Tous les 4 à 6 mois,Magasin physique,1 à 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Je porte presque toujours mes achats,7,Rarement,Parfois,Souvent,7,Beaucoup,8,6,3,7,Pantalon cargo,Oui,Oui,5,6,Beaucoup d’options;Abordables;Mode actuelle;Renouvellement des collections;Par conseil d’amis/famille,16,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,6,8,8,8,8,,UUQ7-UEEV,31/10/2025 17:20:44,31/10/2025 17:24:24,,"219,302908",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
186,Au moins une fois par an,Magasin physique,1 à 5 ans,Je les donne;Je les jette;Je les recycle;Je les garde sans les utiliser,Je porte presque toujours mes achats,1,Jamais,Rarement,Rarement,7,Peu,1,3,3,5,Aucun,Oui,"Non, mais je connais ces plateformes",8,5,Abordables;Facilité d’achat;Par conseil d’amis/famille,15,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,8,8,3,1,9,,HCFP-NLFT,31/10/2025 17:14:25,31/10/2025 17:24:39,,"613,413014",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
187,Tous les 2 à 3 mois,Magasin physique;Friperie / Seconde main;Marché local,1 à 5 ans,Je les donne;Je les recycle,Je porte presque toujours mes achats,1,Jamais,Jamais,Jamais,4,Assez,1,1,,1,Pantalon cargo,Oui,"Non, mais je connais ces plateformes",5,2,Abordables,15,Un homme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,10,5,1,1,10,,AQ6V-2JET,31/10/2025 17:22:16,31/10/2025 17:27:20,,"304,107402",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
188,Au moins une fois par mois,Magasin physique;Internet,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,3,Jamais,Jamais,Jamais,4,Assez,2,1,,4,Samba,Oui,"Non, mais je connais ces plateformes",7,5,Beaucoup d’options,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,4,8,2,2,9,,26VE-M5MH,31/10/2025 17:18:36,31/10/2025 17:28:09,,"572,760367",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
189,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les recycle,Je porte presque toujours mes achats,5,Rarement,Rarement,Parfois,8,Assez,5,1,7,7,Pantalon cargo;Tote bag;Samba,Oui,"Non, mais je connais ces plateformes",6,4,Abordables;Facilité d’achat;Par réseaux sociaux/Publicité,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,7,2,4,7,,4GUW-FDUF,31/10/2025 17:29:28,31/10/2025 17:33:05,,"216,804753",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
190,Tous les 2 à 3 mois,Magasin physique;Internet;Marché local,1 à 5 ans,Je les donne;Je les vends;Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,7,Parfois,Rarement,Jamais,9,Beaucoup,6,6,1,10,Pantalon cargo;Campus,Oui,Oui,7,6,Abordables;Facilité d’achat;Renouvellement des collections;Par conseil d’amis/famille,16,Une femme,Je ne sais pas,Étudiant(e),,10,5,4,6,10,,HAJP-S96U,31/10/2025 17:40:52,31/10/2025 17:44:22,,"209,507363",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
191,Au moins une fois par semaine,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,9,Souvent,Souvent,Parfois,10,Beaucoup,7,5,4,8,Pantalon cargo;Campus;Sonny Angel;Tote bag;Samba,Oui,Oui,6,3,Facilité d’achat;Mode actuelle;Renouvellement des collections;Par réseaux sociaux/Publicité,16,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,7,4,5,10,3,,VT6V-46YG,31/10/2025 17:45:41,31/10/2025 17:48:29,,"167,661898",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
192,Au moins une fois par an,Magasin physique,1 à 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,2,Rarement,Souvent,Jamais,8,Assez,1,1,7,7,Aucun,Oui,"Non, mais je connais ces plateformes",10,7,Par conseil d’amis/famille,16,Une femme,C'est un moyen de se conformer aux attentes sociales,Autre,Lycéenne,8,10,4,4,10,,5AE2-G678,31/10/2025 17:43:46,31/10/2025 17:49:34,,"348,451074",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
193,Au moins une fois par mois,Magasin physique,1 à 5 ans,Je les donne;Je les vends,Certains vêtements restent parfois inutilisés,8,Parfois,Parfois,Souvent,8,Assez,9,8,6,8,Pantalon cargo;Sonny Angel;Samba,Non,Oui,5,1,Facilité d’achat;Mode actuelle,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,6,6,6,6,,885F-JASE,31/10/2025 17:50:38,31/10/2025 17:54:30,,"232,440853",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
194,Au moins une fois par mois,Magasin physique;Internet,6 mois à 1 an,Je les donne;Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,5,Parfois,Parfois,Rarement,8,Assez,7,1,1,4,Pantalon cargo;Campus;Tote bag,Oui,Oui,8,8,Facilité d’achat,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,6,8,5,5,10,,FBJG-XSRS,31/10/2025 18:08:24,31/10/2025 18:12:54,,"269,765234",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
195,Au moins une fois par mois,Magasin physique,1 à 5 ans,Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,7,Parfois,Rarement,Souvent,8,Assez,6,5,8,4,Pantalon cargo;Sonny Angel;Tote bag;Samba,Oui,Oui,9,5,Par réseaux sociaux/Publicité,17,Une femme,Je ne sais pas,Étudiant(e),,7,5,2,6,8,,K77N-LEBP,31/10/2025 18:16:46,31/10/2025 18:20:11,,"204,967786",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
196,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,7,Rarement,Jamais,Rarement,9,Beaucoup,7,10,,4,Pantalon cargo;Campus,J’en ai entendu parler sans bien savoir,Oui,4,4,Beaucoup d’options;Facilité d’achat,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,8,4,5,8,,EUSW-C5WF,31/10/2025 18:15:54,31/10/2025 18:21:48,,"354,053091",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
197,Au moins une fois par mois,Magasin physique,6 mois à 1 an,Je les donne,Certains vêtements restent parfois inutilisés,9,Souvent,Jamais,Souvent,10,Beaucoup,9,5,,7,Pantalon cargo;Campus;Sonny Angel;Tote bag;Samba,Oui,Oui,5,5,Facilité d’achat;Mode actuelle;Renouvellement des collections;Par réseaux sociaux/Publicité,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,5,9,4,10,6,,P7UF-2XZ4,31/10/2025 18:15:33,31/10/2025 18:22:23,,"409,916406",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
198,Tous les 2 à 3 mois,Magasin physique;Internet;Friperie / Seconde main,1 à 5 ans,Je les donne;Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,3,Jamais,Rarement,Souvent,8,Beaucoup,3,1,1,1,Tote bag,Non,Oui,7,5,Beaucoup d’options;Abordables,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,10,4,3,10,,QUM7-VDC6,31/10/2025 18:15:57,31/10/2025 18:23:51,,"474,275329",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
199,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les jette,Je porte presque toujours mes achats,1,Jamais,Parfois,Jamais,1,Pas du tout,1,1,1,3,Pantalon cargo,Oui,Oui,1,1,Abordables;Facilité d’achat,15,Un homme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,8,8,3,1,8,,SHF7-EKUK,31/10/2025 18:27:41,31/10/2025 18:31:10,,"208,789407",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
200,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les recycle,Je porte presque toujours mes achats,5,Parfois,Parfois,Souvent,8,Pas du tout,1,1,1,3,Pantalon cargo;Samba,Oui,Oui,1,1,Abordables;Facilité d’achat,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,8,5,2,10,,AQFD-D4AV,31/10/2025 18:26:54,31/10/2025 18:32:53,,"359,351748",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
